iter	Logloss
0	0.5928509736
1	0.5404473849
2	0.500166724
3	0.4671111544
4	0.4389560159
5	0.4175962843
6	0.398760817
7	0.3744246978
8	0.3610036109
9	0.3505138999
10	0.3429152869
11	0.3343761345
12	0.3233907048
13	0.3158120247
14	0.3080329187
15	0.3016548318
16	0.2961036424
17	0.2897207966
18	0.2838482876
19	0.2766898691
20	0.2746864297
21	0.2670486536
22	0.2640356387
23	0.257810475
24	0.2545851793
25	0.2463006008
26	0.2426621224
27	0.2402549482
28	0.2324734399
29	0.2270522077
30	0.2237893095
31	0.222348656
32	0.2201853687
33	0.2161124204
34	0.2139029096
35	0.2106382881
36	0.2062983895
37	0.2010023334
38	0.1947675289
39	0.1901811228
40	0.1858244658
41	0.1817413226
42	0.1757466387
43	0.1720175803
44	0.1678777131
45	0.1641565491
46	0.1601360733
47	0.15546524
48	0.1529525227
49	0.1497531278
50	0.1464428425
51	0.1434330902
52	0.1400141354
53	0.1376474477
54	0.1349519403
55	0.1328363693
56	0.1305754722
57	0.1280326007
58	0.1255874119
59	0.1231884711
60	0.1210472136
61	0.119296658
62	0.1173579833
63	0.1132534616
64	0.1116436998
65	0.1089924525
66	0.1071884602
67	0.1052395845
68	0.1022192005
69	0.09989936633
70	0.09834090696
71	0.09691879943
72	0.09461185947
73	0.09296680679
74	0.09169176651
75	0.09001905782
76	0.08871126111
77	0.08736150251
78	0.08627832583
79	0.08412072434
80	0.08263339358
81	0.08107025309
82	0.07982769979
83	0.07880806703
84	0.0776100482
85	0.07677590338
86	0.07582451287
87	0.07436903158
88	0.07312463263
89	0.0721144132
90	0.07112079399
91	0.07017787721
92	0.06921305693
93	0.06829475166
94	0.06720907661
95	0.066172373
96	0.06508305539
97	0.06427987249
98	0.06348588596
99	0.06264828056
100	0.06205273637
101	0.06132504903
102	0.0606073803
103	0.05984828401
104	0.05921391478
105	0.05848678493
106	0.05765695065
107	0.05702069088
108	0.05644359296
109	0.05569194744
110	0.05513032201
111	0.05444753003
112	0.05389983353
113	0.05319935691
114	0.05254714873
115	0.05189924249
116	0.05140887174
117	0.05020677592
118	0.04949357963
119	0.0489894352
120	0.04853077026
121	0.04798915909
122	0.0474933742
123	0.04710099728
124	0.04660820044
125	0.0462380405
126	0.04555811284
127	0.04517331872
128	0.04464593528
129	0.04414769233
130	0.04356964822
131	0.04311229691
132	0.04241508429
133	0.04188529866
134	0.04148364438
135	0.04124578171
136	0.04082248151
137	0.0405018025
138	0.04014403942
139	0.03969058329
140	0.03943264645
141	0.0391205744
142	0.03875618977
143	0.03828445133
144	0.03796152103
145	0.03752321946
146	0.03703043558
147	0.0367272875
148	0.03652351259
149	0.03618906052
150	0.03568399449
151	0.03528640315
152	0.03509744223
153	0.0346282395
154	0.03411640815
155	0.03386155634
156	0.0336017718
157	0.03333802039
158	0.03304073334
159	0.03284720584
160	0.03250210731
161	0.03229745293
162	0.03190508715
163	0.0316322059
164	0.03125620713
165	0.03099679983
166	0.03077657858
167	0.03056114737
168	0.0302271502
169	0.02999544023
170	0.02975588316
171	0.02952216094
172	0.02930131041
173	0.02905183983
174	0.02890399068
175	0.02868447209
176	0.02851626727
177	0.02825945459
178	0.02809133822
179	0.02790142765
180	0.02775793393
181	0.02752085756
182	0.02734948588
183	0.02715806684
184	0.02691537724
185	0.02671476758
186	0.02637678162
187	0.02620787853
188	0.02601161057
189	0.02583656622
190	0.02567421667
191	0.02551402522
192	0.02536493884
193	0.02521929328
194	0.02507118395
195	0.02492463717
196	0.02475184234
197	0.02453502634
198	0.02411588945
199	0.0240101851
200	0.02385305241
201	0.02366791591
202	0.02348244177
203	0.02335810067
204	0.02322005771
205	0.02305734761
206	0.02297615707
207	0.0228387487
208	0.02274446563
209	0.02260280262
210	0.02248792983
211	0.02236466809
212	0.02224854533
213	0.02202287802
214	0.0219236292
215	0.02174604758
216	0.02162675702
217	0.02150665668
218	0.02135275926
219	0.02122412212
220	0.02107802699
221	0.02095660274
222	0.02083546321
223	0.02071416352
224	0.02063902737
225	0.02050176245
226	0.0203919217
227	0.0202510344
228	0.02007664345
229	0.01998393983
230	0.01983330838
231	0.01975136589
232	0.0196580728
233	0.01957306294
234	0.019462319
235	0.01932501756
236	0.01919604111
237	0.01910460334
238	0.01901611418
239	0.01894131532
240	0.01886327525
241	0.0187113327
242	0.01859890644
243	0.01854082654
244	0.01843387478
245	0.01837979006
246	0.01831668459
247	0.01819383619
248	0.0180988154
249	0.01802100744
250	0.0179428892
251	0.01786909735
252	0.01779450618
253	0.01772313194
254	0.01766819445
255	0.01757549571
256	0.01748696625
257	0.01740633983
258	0.01733374656
259	0.01721268087
260	0.01715985281
261	0.0171094112
262	0.01703784224
263	0.01691317554
264	0.01683493237
265	0.01673806086
266	0.01656299317
267	0.01643304543
268	0.01634529187
269	0.01629677668
270	0.01625006116
271	0.01617575775
272	0.0160399311
273	0.01597493371
274	0.01592211859
275	0.01584525976
276	0.01574177132
277	0.015694074
278	0.01564573295
279	0.0155816661
280	0.01548928413
281	0.01544423514
282	0.0153663662
283	0.01527310619
284	0.0152262878
285	0.01512864963
286	0.01499754807
287	0.01488271626
288	0.01481588712
289	0.01478044848
290	0.01469244229
291	0.01461573244
292	0.01452650902
293	0.01447939602
294	0.01432935444
295	0.0142632876
296	0.0142092666
297	0.01414923278
298	0.01410787668
299	0.0140431207
300	0.01400139833
301	0.01393092491
302	0.01386838736
303	0.01379216432
304	0.01374814474
305	0.01369653035
306	0.01361968584
307	0.01356977051
308	0.01349960411
309	0.01344586491
310	0.01338305491
311	0.01333707892
312	0.0132960209
313	0.01324899329
314	0.01317198491
315	0.01311542897
316	0.01307708323
317	0.01302227271
318	0.01296053825
319	0.01287891853
320	0.01280475384
321	0.01276025824
322	0.01271037152
323	0.01265791549
324	0.01261074394
325	0.01258678861
326	0.01253955893
327	0.01249794735
328	0.01245422687
329	0.01238676536
330	0.01232213888
331	0.01227447807
332	0.01214276903
333	0.01209083036
334	0.01204159558
335	0.01199429657
336	0.01195566941
337	0.01191828138
338	0.01187780656
339	0.01182442398
340	0.01179055211
341	0.01170281914
342	0.01164254405
343	0.01161103503
344	0.01155108772
345	0.01150217052
346	0.01146840317
347	0.01139818772
348	0.01134972433
349	0.01132557465
350	0.01128475906
351	0.01125299096
352	0.01122212446
353	0.01115754751
354	0.01111838985
355	0.01106748555
356	0.01102902947
357	0.01098251748
358	0.01091725213
359	0.01085889497
360	0.01083094136
361	0.01080202348
362	0.01075114485
363	0.01063896427
364	0.01062068035
365	0.01060433132
366	0.0105836307
367	0.0105618296
368	0.01050937577
369	0.01046886233
370	0.01042385873
371	0.01039118747
372	0.01036098539
373	0.0103347265
374	0.01030966072
375	0.01027933219
376	0.01022621044
377	0.01017804627
378	0.01013794337
379	0.01008328815
380	0.0100510175
381	0.01002236479
382	0.009999851733
383	0.009971777322
384	0.009940351334
385	0.009905104132
386	0.0098506422
387	0.00981726402
388	0.009798088552
389	0.009767538472
390	0.009744625526
391	0.009723111263
392	0.009699482223
393	0.009672609621
394	0.009640469221
395	0.009600302777
396	0.00954212619
397	0.009514234759
398	0.009478591298
399	0.009446415202
400	0.009395415504
401	0.009368345881
402	0.009338560314
403	0.009328233133
404	0.009307019015
405	0.009284113691
406	0.009248330184
407	0.009195702814
408	0.009169889273
409	0.009138774248
410	0.009115438296
411	0.009084576774
412	0.00905917907
413	0.009039055398
414	0.009013643352
415	0.008981938072
416	0.008959640697
417	0.008940126667
418	0.008905899188
419	0.00888032337
420	0.008862288761
421	0.008818068763
422	0.008781718812
423	0.008768528097
424	0.00873800681
425	0.008737750619
426	0.008692479313
427	0.008662300939
428	0.008640944958
429	0.008598935014
430	0.008578795002
431	0.00853609974
432	0.0085127202
433	0.008500803592
434	0.00847780758
435	0.008469378065
436	0.008464298574
437	0.008437197314
438	0.008413095331
439	0.008341967042
440	0.008330881301
441	0.008306250675
442	0.008299864917
443	0.00828568396
444	0.008264527541
445	0.008250658528
446	0.008235870343
447	0.008208777542
448	0.00820407949
449	0.008184427824
450	0.008157088676
451	0.008129381925
452	0.008120289391
453	0.008101115097
454	0.008077540446
455	0.008055869
456	0.008040237591
457	0.008014752839
458	0.008014752839
459	0.007990485513
460	0.007990216551
461	0.007957603625
462	0.007930201253
463	0.00789614995
464	0.007892637337
