Dataset,Row Index,fit_time_mean,fit_time_std_dev,f1_macro_mean,f1_macro_std_dev,f1_weighted_mean,f1_weighted_std_dev,vectorizer,ngram_range,preprocessor,max_df,learning_rate,n_estimators,rsm,depth,classifier,colsample_bytree,max_depth
d2,3,238.30473152796426,1.9262046004920432,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.9,12.0
d2,4,60.85815974076589,11.139521656630494,0.6111092668829726,0.009699557718949104,0.9327091336406707,0.0019574498270247803,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.5,6.0
d2,5,43.642926931381226,11.92197472861361,0.6125791027594197,0.014327694637575722,0.932582696552652,0.0020171381763353013,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.5,12.0
d2,6,58.34704637527466,3.708247205638653,0.6073083375201346,0.019500979358907964,0.9323434668595505,0.0032044099779868986,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.9,6.0
d2,7,37.27037819226583,6.50049988378956,0.6166259020615047,0.01107251707414242,0.9329267017342865,0.0021433491333761566,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.9,12.0
d2,8,212.15750189622244,0.6852897067007617,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.5,6.0
d2,9,223.22152853012085,0.8479648660882746,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.5,12.0
d2,10,216.1768141190211,0.5877284831498575,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.9,6.0
d2,11,238.7486590941747,1.5983386203277519,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.9,12.0
d2,12,60.66687893867493,11.337939378975571,0.6111092668829726,0.009699557718949104,0.9327091336406707,0.0019574498270247803,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.5,6.0
d2,13,43.66291630268097,11.938958739994092,0.6125791027594197,0.014327694637575722,0.932582696552652,0.0020171381763353013,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.5,12.0
d2,14,57.87919851144155,4.382957897146449,0.6073083375201346,0.019500979358907964,0.9323434668595505,0.0032044099779868986,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.9,6.0
d2,15,37.145023783047996,6.542049172192465,0.6166259020615047,0.01107251707414242,0.9329267017342865,0.0021433491333761566,CountVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.9,12.0
d2,16,253.53804190953574,0.5161504962458183,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 1]",,0.5,0.001,500,,,XGB,0.5,6.0
d2,17,263.2555773655574,0.9026393068272351,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 1]",,0.5,0.001,500,,,XGB,0.5,12.0
d2,18,258.8385197718938,0.5088285791959892,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 1]",,0.5,0.001,500,,,XGB,0.9,6.0
d2,19,278.1916353702545,1.9999133534165314,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 1]",,0.5,0.001,500,,,XGB,0.9,12.0
d2,20,69.19423087437947,8.750093912080537,0.5795177784622518,0.017451761038708716,0.9285737273760569,0.0021858818393674147,CountVectorizer,"[1, 1]",,0.5,0.1,500,,,XGB,0.5,6.0
d2,21,49.46915555000305,5.4007619368688005,0.5962001815969505,0.015516148979737982,0.9304556373559483,0.0022680901545715825,CountVectorizer,"[1, 1]",,0.5,0.1,500,,,XGB,0.5,12.0
d2,22,73.91543463865916,3.937585154479795,0.5892106832669309,0.029378306405717446,0.9299562156787521,0.004237622905326715,CountVectorizer,"[1, 1]",,0.5,0.1,500,,,XGB,0.9,6.0
d2,23,45.92027608553568,7.396585058280028,0.5980645447286493,0.018906330673341253,0.9303049918723175,0.002794920070565073,CountVectorizer,"[1, 1]",,0.5,0.1,500,,,XGB,0.9,12.0
d2,24,257.12310830752057,7.381011261921918,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 1]",,0.9,0.001,500,,,XGB,0.5,6.0
d2,25,265.9427084128062,4.098665271860653,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 1]",,0.9,0.001,500,,,XGB,0.5,12.0
d2,26,259.55960166454315,0.7047691434445867,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 1]",,0.9,0.001,500,,,XGB,0.9,6.0
d2,27,279.20589804649353,0.8937326175694559,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 1]",,0.9,0.001,500,,,XGB,0.9,12.0
d2,28,69.39500872294109,8.76311197319497,0.5795177784622518,0.017451761038708716,0.9285737273760569,0.0021858818393674147,CountVectorizer,"[1, 1]",,0.9,0.1,500,,,XGB,0.5,6.0
d2,29,49.19388238588969,5.514135943967473,0.5962001815969505,0.015516148979737982,0.9304556373559483,0.0022680901545715825,CountVectorizer,"[1, 1]",,0.9,0.1,500,,,XGB,0.5,12.0
d2,30,74.08681794007619,3.7891235688927956,0.5892106832669309,0.029378306405717446,0.9299562156787521,0.004237622905326715,CountVectorizer,"[1, 1]",,0.9,0.1,500,,,XGB,0.9,6.0
d2,31,46.05436213811239,7.381567022499288,0.5980645447286493,0.018906330673341253,0.9303049918723175,0.002794920070565073,CountVectorizer,"[1, 1]",,0.9,0.1,500,,,XGB,0.9,12.0
d2,32,2741.742695172628,12.464185725212776,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.5,6.0
d2,33,2927.711856285731,8.471358080727569,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.5,12.0
d2,34,2822.9129864374795,6.880097875815056,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.9,6.0
d2,35,3235.9834958314896,22.169745063484,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.9,12.0
d2,36,766.3403507073721,143.36125813157494,0.605349148327799,0.012666204660503888,0.9321775876736581,0.0019698949663497023,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.5,6.0
d2,37,528.4444124301275,84.29488695984328,0.6228529633243666,0.018084945496321704,0.9341400585361656,0.0024829641252156723,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.5,12.0
d2,38,705.4790420532227,173.3968615527282,0.6053116265020397,0.008966794784593777,0.9320098497445438,0.001453086456991042,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.9,6.0
d2,39,536.2459701697031,70.37554173456788,0.62010419898185,0.006554045935978997,0.9334207252304233,0.001473052654617227,CountVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.9,12.0
d2,40,2735.9671487013497,7.999618192533617,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.5,6.0
d2,41,2917.953943133354,9.956840222416755,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.5,12.0
d2,42,2816.4886292616525,4.763459659882786,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.9,6.0
d2,43,3218.688515941302,21.917871076338784,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.9,12.0
d2,44,766.8063700993856,142.0779472284389,0.605349148327799,0.012666204660503888,0.9321775876736581,0.0019698949663497023,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.5,6.0
d2,45,527.8976536194483,83.08758392949376,0.6228529633243666,0.018084945496321704,0.9341400585361656,0.0024829641252156723,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.5,12.0
d2,46,706.9080403248469,175.95979485160527,0.6053116265020397,0.008966794784593777,0.9320098497445438,0.001453086456991042,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.9,6.0
d2,47,536.3790026108423,68.88987081785939,0.62010419898185,0.006554045935978997,0.9334207252304233,0.001473052654617227,CountVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.9,12.0
d2,48,2851.982337554296,8.910013657940869,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 3]",,0.5,0.001,500,,,XGB,0.5,6.0
d2,49,2991.5871411164603,23.475972419712566,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 3]",,0.5,0.001,500,,,XGB,0.5,12.0
d2,50,2923.0465662876763,16.026234464305915,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 3]",,0.5,0.001,500,,,XGB,0.9,6.0
d2,51,3273.753065506617,102.47426057618075,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 3]",,0.5,0.001,500,,,XGB,0.9,12.0
d2,52,824.5294327338537,118.24678868460639,0.5970610267449331,0.02164763313952315,0.9309963828074038,0.002979664920710789,CountVectorizer,"[1, 3]",,0.5,0.1,500,,,XGB,0.5,6.0
d2,53,697.7893946965536,94.45404988915132,0.602530465980693,0.018970924144419705,0.9313048216574803,0.002486706836017791,CountVectorizer,"[1, 3]",,0.5,0.1,500,,,XGB,0.5,12.0
d2,54,811.4121571779251,139.30906105099842,0.5831095142512815,0.019821034817653307,0.928941370832367,0.0028321000700498047,CountVectorizer,"[1, 3]",,0.5,0.1,500,,,XGB,0.9,6.0
d2,55,535.8692992925644,55.65878697962941,0.5988144650775835,0.01380649509481373,0.9305274851763449,0.0021523860766757648,CountVectorizer,"[1, 3]",,0.5,0.1,500,,,XGB,0.9,12.0
d2,56,2850.402231693268,7.3335061812061095,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 3]",,0.9,0.001,500,,,XGB,0.5,6.0
d2,57,3039.834350387255,103.24941164265597,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 3]",,0.9,0.001,500,,,XGB,0.5,12.0
d2,58,2931.999259352684,9.636373211997613,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 3]",,0.9,0.001,500,,,XGB,0.9,6.0
d2,59,3237.5684255361557,18.038242753669973,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,CountVectorizer,"[1, 3]",,0.9,0.001,500,,,XGB,0.9,12.0
d2,60,823.2897296349207,115.00775793517717,0.5970610267449331,0.02164763313952315,0.9309963828074038,0.002979664920710789,CountVectorizer,"[1, 3]",,0.9,0.1,500,,,XGB,0.5,6.0
d2,61,697.5893046458563,94.31844417582438,0.602530465980693,0.018970924144419705,0.9313048216574803,0.002486706836017791,CountVectorizer,"[1, 3]",,0.9,0.1,500,,,XGB,0.5,12.0
d2,62,809.3647543589274,141.4013989140607,0.5831095142512815,0.019821034817653307,0.928941370832367,0.0028321000700498047,CountVectorizer,"[1, 3]",,0.9,0.1,500,,,XGB,0.9,6.0
d2,63,534.1629478931427,59.562728928664505,0.5988144650775835,0.01380649509481373,0.9305274851763449,0.0021523860766757648,CountVectorizer,"[1, 3]",,0.9,0.1,500,,,XGB,0.9,12.0
d2,0,227.9748858610789,1.5404423019202955,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.5,6.0
d2,1,265.02537536621094,2.7600673820300696,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.5,12.0
d2,2,236.85379111766815,1.3329838696387637,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.9,6.0
d2,3,316.5731496810913,5.316838700773922,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.9,12.0
d2,4,49.42094377676646,7.568340072239739,0.6027981347155192,0.022598477937221997,0.9314062287941353,0.003174363776360225,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.5,6.0
d2,5,40.29616916179657,9.921517570454842,0.608975363750497,0.017267268283068682,0.9317199497495432,0.0025102962657257374,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.5,12.0
d2,6,46.40231748421987,6.235647595008401,0.5954943483875911,0.013707414072876418,0.9303552235618523,0.0017141291921207238,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.9,6.0
d2,7,45.756691336631775,4.78018954913109,0.6104907595552305,0.024334888228980056,0.9314817691472658,0.003446831760456551,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.9,12.0
d2,8,227.59865613778433,2.5801794968618426,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.5,6.0
d2,9,267.99610428015393,6.025582691243937,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.5,12.0
d2,10,238.06556542714438,2.1624774387614214,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.9,6.0
d2,11,319.3447466691335,9.386055224843366,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.9,12.0
d2,12,49.19714283943176,7.826393095014201,0.6027981347155192,0.022598477937221997,0.9314062287941353,0.003174363776360225,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.5,6.0
d2,13,40.516760190327965,9.106117336362333,0.608975363750497,0.017267268283068682,0.9317199497495432,0.0025102962657257374,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.5,12.0
d2,14,46.53448994954427,6.421670543325333,0.5954943483875911,0.013707414072876418,0.9303552235618523,0.0017141291921207238,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.9,6.0
d2,15,45.83320299784342,4.406322228220468,0.6104907595552305,0.024334888228980056,0.9314817691472658,0.003446831760456551,TfidfVectorizer,"[1, 1]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.9,12.0
d2,16,266.754904905955,0.8514674897917432,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 1]",,0.5,0.001,500,,,XGB,0.5,6.0
d2,17,299.72343222300213,3.204957668975727,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 1]",,0.5,0.001,500,,,XGB,0.5,12.0
d2,18,280.0888223250707,3.0287451597853763,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 1]",,0.5,0.001,500,,,XGB,0.9,6.0
d2,19,345.04534880320233,4.029968119503769,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 1]",,0.5,0.001,500,,,XGB,0.9,12.0
d2,20,75.19313629468282,12.438976659849684,0.5850012207418757,0.01473194053356914,0.9289809804912764,0.0021526270323933526,TfidfVectorizer,"[1, 1]",,0.5,0.1,500,,,XGB,0.5,6.0
d2,21,55.14336585998535,5.206235893909328,0.5886217281027656,0.01718982711851475,0.9289964509428271,0.0023617275767173073,TfidfVectorizer,"[1, 1]",,0.5,0.1,500,,,XGB,0.5,12.0
d2,22,72.96245650450389,8.05662725014894,0.5838237665699607,0.017701112905753977,0.9286893654088998,0.0026650976689192537,TfidfVectorizer,"[1, 1]",,0.5,0.1,500,,,XGB,0.9,6.0
d2,23,54.5457718372345,3.2937744210264848,0.5906254269734503,0.016014321635988125,0.9291204104877226,0.0023701024659572756,TfidfVectorizer,"[1, 1]",,0.5,0.1,500,,,XGB,0.9,12.0
d2,24,263.9769725402196,2.7559460964008604,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 1]",,0.9,0.001,500,,,XGB,0.5,6.0
d2,25,298.43913586934406,1.4205832858542675,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 1]",,0.9,0.001,500,,,XGB,0.5,12.0
d2,26,278.91954278945923,2.1971343704239006,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 1]",,0.9,0.001,500,,,XGB,0.9,6.0
d2,27,343.1570274035136,7.482857955521088,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 1]",,0.9,0.001,500,,,XGB,0.9,12.0
d2,28,74.56022779146831,12.27979331974675,0.5850012207418757,0.01473194053356914,0.9289809804912764,0.0021526270323933526,TfidfVectorizer,"[1, 1]",,0.9,0.1,500,,,XGB,0.5,6.0
d2,29,54.44749387105306,4.046038661507391,0.5886217281027656,0.01718982711851475,0.9289964509428271,0.0023617275767173073,TfidfVectorizer,"[1, 1]",,0.9,0.1,500,,,XGB,0.5,12.0
d2,30,72.93407392501831,8.232859818731221,0.5838237665699607,0.017701112905753977,0.9286893654088998,0.0026650976689192537,TfidfVectorizer,"[1, 1]",,0.9,0.1,500,,,XGB,0.9,6.0
d2,31,54.48398315906525,4.982283774723667,0.5906254269734503,0.016014321635988125,0.9291204104877226,0.0023701024659572756,TfidfVectorizer,"[1, 1]",,0.9,0.1,500,,,XGB,0.9,12.0
d2,32,2753.630696733793,11.7645976116862,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.5,6.0
d2,33,3029.28773299853,17.897157347693877,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.5,12.0
d2,34,2841.281326532364,14.010827273166992,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.9,6.0
d2,35,3410.600982785225,60.64711133877452,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.001,500,,,XGB,0.9,12.0
d2,36,521.4156727393469,73.44518795878514,0.6087224277285103,0.010057066702181271,0.9324495392149362,0.0013618510430735689,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.5,6.0
d2,37,413.2214124202728,49.044198395257446,0.6057102992149307,0.010267191675788564,0.9315097321699023,0.0016289080411217294,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.5,12.0
d2,38,556.654243071874,58.31185432993161,0.6055635731534645,0.012850740987939221,0.9320136681000958,0.0017775003300219937,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.9,6.0
d2,39,431.3572808901469,36.409740145541875,0.613556860274198,0.011724605084271473,0.9324778840699602,0.0020581654772889174,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.5,0.1,500,,,XGB,0.9,12.0
d2,40,2747.7621355851493,27.441895262350847,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.5,6.0
d2,41,3015.9020504951477,16.16208843706435,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.5,12.0
d2,42,2841.1047549645104,16.444221771180047,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.9,6.0
d2,43,3416.7582540512085,55.752644466914894,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.001,500,,,XGB,0.9,12.0
d2,44,521.8512057065964,73.30174069666616,0.6087224277285103,0.010057066702181271,0.9324495392149362,0.0013618510430735689,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.5,6.0
d2,45,414.49838443597156,48.15144458755251,0.6057102992149307,0.010267191675788564,0.9315097321699023,0.0016289080411217294,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.5,12.0
d2,46,555.8418714602789,56.37251480672241,0.6055635731534645,0.012850740987939221,0.9320136681000958,0.0017775003300219937,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.9,6.0
d2,47,431.3032918373744,36.96943563040992,0.613556860274198,0.011724605084271473,0.9324778840699602,0.0020581654772889174,TfidfVectorizer,"[1, 3]",SnowBallStemmer,0.9,0.1,500,,,XGB,0.9,12.0
d2,48,2864.3294771909714,41.28642100520219,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 3]",,0.5,0.001,500,,,XGB,0.5,6.0
d2,49,3072.4324800570807,12.101465130032379,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 3]",,0.5,0.001,500,,,XGB,0.5,12.0
d2,50,2948.931119799614,8.500892297368654,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 3]",,0.5,0.001,500,,,XGB,0.9,6.0
d2,51,3381.841543753942,30.61969425417157,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 3]",,0.5,0.001,500,,,XGB,0.9,12.0
d2,52,609.4550478061041,150.4712408929553,0.5860959559832394,0.011257208213853223,0.9292174896635519,0.0015233325954532308,TfidfVectorizer,"[1, 3]",,0.5,0.1,500,,,XGB,0.5,6.0
d2,53,418.70630363623303,35.18151361600147,0.5985852017958574,0.012654686693159174,0.930878466449457,0.0017569607674725136,TfidfVectorizer,"[1, 3]",,0.5,0.1,500,,,XGB,0.5,12.0
d2,54,615.4276645978292,98.72992667302935,0.5811530818856531,0.01620331817627887,0.9286343182149795,0.002388254163208579,TfidfVectorizer,"[1, 3]",,0.5,0.1,500,,,XGB,0.9,6.0
d2,55,398.73835865656537,50.31315310237489,0.5914092239864579,0.010227358232957286,0.9292507066283684,0.0012660021197847973,TfidfVectorizer,"[1, 3]",,0.5,0.1,500,,,XGB,0.9,12.0
d2,56,2848.6644437710443,26.618938957064646,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 3]",,0.9,0.001,500,,,XGB,0.5,6.0
d2,57,3054.5643548965454,16.444902558857706,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 3]",,0.9,0.001,500,,,XGB,0.5,12.0
d2,58,2942.8192930221558,18.270758020269366,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 3]",,0.9,0.001,500,,,XGB,0.9,6.0
d2,59,3408.381047209104,21.697829943374114,0.48577158262468645,2.8907869968679902e-05,0.9177790478818312,0.0001608482816833503,TfidfVectorizer,"[1, 3]",,0.9,0.001,500,,,XGB,0.9,12.0
d2,60,611.5416114727656,145.73804768469986,0.5860959559832394,0.011257208213853223,0.9292174896635519,0.0015233325954532308,TfidfVectorizer,"[1, 3]",,0.9,0.1,500,,,XGB,0.5,6.0
d2,61,417.75816043217975,37.105756782957236,0.5985852017958574,0.012654686693159174,0.930878466449457,0.0017569607674725136,TfidfVectorizer,"[1, 3]",,0.9,0.1,500,,,XGB,0.5,12.0
d2,62,599.6168766419092,85.17897524950243,0.5811530818856531,0.01620331817627887,0.9286343182149795,0.002388254163208579,TfidfVectorizer,"[1, 3]",,0.9,0.1,500,,,XGB,0.9,6.0
d2,63,398.8358270724614,49.059330870296236,0.5914092239864579,0.010227358232957286,0.9292507066283684,0.0012660021197847973,TfidfVectorizer,"[1, 3]",,0.9,0.1,500,,,XGB,0.9,12.0
d3,0,36.138321002324425,0.41439926456016946,0.5912598973832288,0.00887033778983364,0.7076500852569997,0.004779883187965108,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,1000,0.75,6.0,CatBoost,,
d3,1,88.72537279129028,3.8360537531677052,0.5962155045982058,0.005220860636715332,0.7061985418633777,0.005332144169005951,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,1000,0.75,10.0,CatBoost,,
d3,2,36.94728374481201,0.4859882803065458,0.5918718017573293,0.008745323971351582,0.7082296582536348,0.0049883645062521525,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,1000,1.0,6.0,CatBoost,,
d3,3,88.68769474824269,3.738954497735344,0.5988247907062879,0.00468138702906355,0.7056335934223928,0.00477704910089517,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.001,1000,1.0,10.0,CatBoost,,
d3,4,5.37568195660909,1.1377489045932887,0.6075093386917354,0.007838184992463547,0.6983596717085973,0.005618465431496217,CountVectorizer,"[1, 1]",SnowBallStemmer,0.5,0.1,1000,0.75,6.0,CatBoost,,
